Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,70.0,5,,,,""
2015-10-07,Leg Press,Legs,100.0,10,,,,""
2015-10-07,Leg Press,Legs,100.0,10,,,,""
2015-10-07,Barbell Squat,Legs,80.0,5,,,,""
2015-10-07,Barbell Squat,Legs,80.0,5,,,,""
2015-10-07,Barbell Squat,Legs,80.0,5,,,,""
2015-10-07,Barbell Press,Shoulders,40.0,5,,,,""
2015-10-07,Barbell Press,Shoulders,40.0,5,,,,""
2015-10-07,Leg Press,Legs,150.0,10,,,,""
2015-10-07,Leg Press,Legs,200.0,10,,,,""
2015-10-07,Military Bench Press,Chest,50.0,10,,,,""
2015-10-07,Military Bench Press,Chest,60.0,7,,,,""
2015-10-07,Leg Press,Legs,130.0,10,,,,""
2015-10-07,Leg Press,Legs,180.0,10,,,,""
2015-10-07,Leg Press,Legs,220.0,7,,,,""
2015-10-07,Leg Press,Legs,240.0,5,,,,""
2015-10-07,Leg Press,Legs,260.0,5,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,20.0,10,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,50.0,7,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,55.0,7,,,,""
2015-10-07,Incline Barbell Bench Press,Chest,60.0,3,,,,""
2015-10-07,Lat Pulldown,Back,50.0,10,,,,""
2015-10-07,Lat Pulldown,Back,60.0,10,,,,""
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,70.0,10,,,,""
2015-10-07,Box Squat,Legs,80.0,5,,,,""
2015-10-07,Box Squat,Legs,90.0,5,,,,""
2015-10-07,Box Squat,Legs,100.0,5,,,,""
2015-10-07,Box Squat,Legs,110.0,1,,,,""
2015-10-07,Box Squat,Legs,110.0,1,,,,""
2015-10-07,Romanian Deadlift,Legs,60.0,10,,,,""
2015-10-07,Romanian Deadlift,Legs,60.0,7,,,,""
2015-10-07,Romanian Deadlift,Legs,60.0,7,,,,""
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,50.0,10,,,,""
2015-10-07,Barbell Squat,Legs,70.0,5,,,,""
2015-10-07,Barbell Squat,Legs,70.0,10,,,,""
2015-10-07,Military Bench Press,Chest,50.0,10,,,,""
2015-10-07,Military Bench Press,Chest,50.0,10,,,,""
2015-10-07,Seated Incline Dumbbell Curl,Biceps,10.0,10,,,,""
2015-10-07,Seated Incline Dumbbell Curl,Biceps,10.0,14,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,50.0,10,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,50.0,10,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,55.0,6,,,,""
2015-10-13,Incline Barbell Bench Press,Chest,60.0,4,,,,""
2015-10-13,Leg Press,Legs,100.0,14,,,,""
2015-10-13,Leg Press,Legs,150.0,10,,,,""
2015-10-13,Leg Press,Legs,200.0,10,,,,""
2015-10-13,Leg Press,Legs,240.0,4,,,,""
2015-10-13,Leg Press,Legs,150.0,10,,,,""
2015-10-13,Leg Press,Legs,100.0,10,,,,""
2015-10-13,Crunch Machine,Abs,40.0,10,,,,""
2015-10-13,Crunch Machine,Abs,45.0,10,,,,""
2015-10-13,Crunch Machine,Abs,50.0,10,,,,""
2015-10-13,Crunch,Abs,0.0,10,,,,""
2015-10-13,Crunch,Abs,0.0,10,,,,""
2015-10-13,Lat Pulldown,Back,50.0,10,,,,""
2015-10-13,Lat Pulldown,Back,60.0,10,,,,""
2015-10-13,Lat Pulldown,Back,70.0,5,,,,""
2015-10-13,Lat Pulldown,Back,40.0,10,,,,""
2015-10-13,Lat Pulldown,Back,50.0,10,,,,""
2015-10-13,Lat Pulldown,Back,60.0,5,,,,""
2015-10-13,One-Arm Standing Dumbbell Press,Shoulders,10.0,10,,,,""
2015-10-13,One-Arm Standing Dumbbell Press,Shoulders,10.0,10,,,,""
2015-10-20,Barbell Squat,Legs,40.0,10,,,,""
2015-10-20,Barbell Squat,Legs,50.0,10,,,,""
2015-10-20,Barbell Squat,Legs,60.0,10,,,,""
2015-10-20,Barbell Squat,Legs,70.0,10,,,,""
2015-10-20,Barbell Squat,Legs,80.0,10,,,,""
2015-10-20,Barbell Squat,Legs,90.0,3,,,,""
2015-10-20,Box Squat,Legs,90.0,5,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,50.0,10,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,50.0,12,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,60.0,5,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,65.0,3,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,67.5,2,,,,""
2015-10-20,Incline Barbell Bench Press,Chest,50.0,14,,,,""
2015-10-20,Leg Press,Legs,150.0,20,,,,""
2015-10-20,Leg Press,Legs,200.0,12,,,,""
2015-10-20,Leg Press,Legs,220.0,10,,,,""
2015-10-20,Lat Pulldown,Back,40.0,10,,,,""
2015-10-20,Lat Pulldown,Back,50.0,10,,,,""
2015-10-20,Lat Pulldown,Back,60.0,10,,,,""
2015-10-20,Lat Pulldown,Back,70.0,8,,,,""
2015-10-20,Seated Cable Row,Back,40.0,10,,,,""
2015-10-20,Seated Cable Row,Back,50.0,7,,,,""
2015-10-23,Military Bench Press,Chest,50.0,10,,,,""
2015-10-23,Military Bench Press,Chest,60.0,10,,,,""
2015-10-23,Military Bench Press,Chest,60.0,10,,,,""
2015-10-23,Military Bench Press,Chest,70.0,3,,,,""
2015-10-23,Military Bench Press,Chest,70.0,3,,,,""
2015-10-23,Military Bench Press,Chest,50.0,15,,,,""
2015-10-23,Leg Press,Legs,100.0,20,,,,""
2015-10-23,Leg Press,Legs,150.0,22,,,,""
2015-10-23,Leg Press,Legs,200.0,12,,,,""
2015-10-23,Leg Press,Legs,240.0,6,,,,""
2015-10-23,Leg Press,Legs,260.0,2,,,,""
2015-10-23,Hack Squat,Legs,40.0,10,,,,""
2015-10-23,Hack Squat,Legs,80.0,3,,,,""
2015-10-23,Barbell Press,Shoulders,20.0,20,,,,""
2015-10-23,Barbell Press,Shoulders,30.0,6,,,,""
2015-10-23,Barbell Press,Shoulders,30.0,6,,,,""
2015-10-23,Barbell Press,Shoulders,40.0,10,,,,""
2015-10-23,Barbell Press,Shoulders,40.0,6,,,,""
2015-10-23,Lat Pulldown,Back,50.0,12,,,,""
2015-10-23,Lat Pulldown,Back,60.0,6,,,,""
2015-10-23,Lat Pulldown,Back,60.0,6,,,,""
2015-10-26,Barbell Squat,Legs,20.0,10,,,,""
2015-10-26,Barbell Squat,Legs,40.0,10,,,,""
2015-10-26,Barbell Squat,Legs,50.0,12,,,,""
2015-10-26,Barbell Squat,Legs,60.0,10,,,,""
2015-10-26,Barbell Squat,Legs,70.0,10,,,,""
2015-10-26,Barbell Squat,Legs,80.0,6,,,,""
2015-10-26,Barbell Squat,Legs,70.0,6,,,,""
2015-10-26,Hack Squat,Legs,30.0,11,,,,""
2015-10-26,Hack Squat,Legs,30.0,13,,,,""
2015-10-26,Leg Press,Legs,190.0,10,,,,""
2015-10-26,Leg Press,Legs,220.0,6,,,,""
2015-10-26,Leg Press,Legs,150.0,23,,,,""
2015-10-26,Seated Dumbbell Press,Shoulders,12.5,15,,,,""
2015-10-26,Seated Incline Dumbbell Curl,Biceps,12.5,10,,,,""
2015-10-26,Seated Dumbbell Press,Shoulders,12.5,17,,,,""
2015-10-26,Seated Incline Dumbbell Curl,Biceps,12.5,10,,,,""
2015-10-26,Lat Pulldown,Back,40.0,10,,,,""
2015-10-26,Lat Pulldown,Back,40.0,5,,,,""
2015-10-27,Military Bench Press,Chest,20.0,16,,,,""
2015-10-27,Military Bench Press,Chest,50.0,16,,,,""
2015-10-27,Military Bench Press,Chest,60.0,10,,,,""
2015-10-27,Military Bench Press,Chest,50.0,10,,,,""
2015-10-27,Military Bench Press,Chest,60.0,8,,,,""
2015-10-27,Military Bench Press,Chest,60.0,6,,,,""
2015-10-27,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-27,Incline Barbell Bench Press,Chest,40.0,12,,,,""
2015-10-27,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-10-27,Incline Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-27,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2015-10-27,Seated Dumbbell Press,Shoulders,17.5,11,,,,""
2015-10-27,Seated Dumbbell Press,Shoulders,20.0,4,,,,""
2015-10-27,Seated Dumbbell Press,Shoulders,12.5,5,,,,""
2015-10-27,Dumbbell Curl,Biceps,12.5,10,,,,""
2015-10-27,Dumbbell Curl,Biceps,12.5,8,,,,""
2015-10-27,Lat Pulldown,Back,50.0,5,,,,""
2015-10-27,Rope Push Down,Triceps,20.0,10,,,,""
2015-10-27,Rope Push Down,Triceps,25.0,10,,,,""
2015-10-27,Rope Push Down,Triceps,30.0,11,,,,""
2015-11-01,Military Bench Press,Chest,20.0,20,,,,""
2015-11-01,Military Bench Press,Chest,40.0,20,,,,""
2015-11-01,Military Bench Press,Chest,50.0,14,,,,""
2015-11-01,Military Bench Press,Chest,60.0,7,,,,""
2015-11-01,Military Bench Press,Chest,60.0,7,,,,""
2015-11-01,Military Bench Press,Chest,60.0,6,,,,""
2015-11-01,Military Bench Press,Chest,60.0,5,,,,""
2015-11-01,Barbell Press,Shoulders,20.0,10,,,,""
2015-11-01,Barbell Press,Shoulders,30.0,7,,,,""
2015-11-01,Barbell Press,Shoulders,30.0,11,,,,""
2015-11-01,Barbell Press,Shoulders,35.0,7,,,,""
2015-11-01,Barbell Press,Shoulders,40.0,8,,,,""
2015-11-01,Barbell Press,Shoulders,45.0,6,,,,""
2015-11-01,Barbell Press,Shoulders,50.0,1,,,,""
2015-11-01,Flat Dumbbell Fly,Chest,12.5,10,,,,""
2015-11-01,Flat Dumbbell Fly,Chest,12.5,12,,,,""
2015-11-01,Seated Dumbbell Press,Shoulders,12.5,10,,,,""
2015-11-01,Dumbbell Curl,Biceps,12.5,10,,,,""
2015-11-01,Rope Push Down,Triceps,25.0,11,,,,""
2015-11-01,Rope Push Down,Triceps,35.0,6,,,,""
2015-11-01,Rack Pull,Back,45.0,10,,,,""
2015-11-01,Hack Squat,Legs,30.0,11,,,,""
2015-11-01,Hack Squat,Legs,40.0,11,,,,""
2015-11-01,Hack Squat,Legs,50.0,11,,,,""
2015-11-03,Leg Press,Legs,100.0,30,,,,""
2015-11-03,Leg Press,Legs,150.0,10,,,,""
2015-11-03,Leg Press,Legs,200.0,11,,,,""
2015-11-03,Leg Press,Legs,240.0,8,,,,""
2015-11-03,Leg Press,Legs,260.0,4,,,,""
2015-11-03,Leg Press,Legs,270.0,2,,,,""
2015-11-03,One Legpress,Legs,100.0,10,,,,""
2015-11-03,Claes In Press,Legs,100.0,10,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,50.0,12,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,60.0,7,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,65.0,3,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,65.0,3,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,50.0,9,,,,""
2015-11-03,Incline Barbell Bench Press,Chest,40.0,11,,,,""
2015-11-03,Box Squat,Legs,60.0,7,,,,""
2015-11-03,Box Squat,Legs,90.0,7,,,,""
2015-11-03,Box Squat,Legs,100.0,5,,,,""
2015-11-03,Box Squat,Legs,110.0,4,,,,""
2015-11-03,Box Squat,Legs,60.0,10,,,,""
2015-11-03,Decline Crunch,Abs,0.0,10,,,,""
2015-11-03,Chest press,Chest,30.0,10,,,,""
2015-11-03,Chest press,Chest,40.0,10,,,,""
2015-11-03,Chest press,Chest,30.0,10,,,,""
2015-11-03,Chest press,Chest,30.0,10,,,,""
2015-11-03,Abdominal,Abs,20.0,10,,,,""
2015-11-03,Abdominal,Abs,40.0,10,,,,""
2015-11-03,Abdominal,Abs,45.0,10,,,,""
2015-11-09,Military Bench Press,Chest,20.0,20,,,,""
2015-11-09,Military Bench Press,Chest,50.0,20,,,,""
2015-11-09,Military Bench Press,Chest,50.0,10,,,,""
2015-11-09,Military Bench Press,Chest,60.0,5,,,,""
2015-11-09,Military Bench Press,Chest,60.0,10,,,,""
2015-11-09,Leg Press,Legs,150.0,30,,,,""
2015-11-09,Leg Press,Legs,200.0,10,,,,""
2015-11-09,Leg Press,Legs,240.0,10,,,,""
2015-11-09,Leg Press,Legs,270.0,4,,,,""
2015-11-09,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-09,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-09,Dumbbell Curl,Biceps,12.5,10,,,,""
2015-11-09,Dumbbell Curl,Biceps,12.5,20,,,,""
2015-11-12,Military Bench Press,Chest,20.0,13,,,,""
2015-11-12,Military Bench Press,Chest,50.0,10,,,,""
2015-11-12,Military Bench Press,Chest,60.0,7,,,,""
2015-11-12,Military Bench Press,Chest,60.0,6,,,,""
2015-11-12,Military Bench Press,Chest,65.0,6,,,,""
2015-11-12,Military Bench Press,Chest,70.0,4,,,,""
2015-11-12,Military Bench Press,Chest,75.0,2,,,,""
2015-11-12,Dumbbell Overhead Triceps Extension,Triceps,8.0,10,,,,""
2015-11-12,Dumbbell Overhead Triceps Extension,Triceps,8.0,10,,,,""
2015-11-12,V-Bar Push Down,Triceps,30.0,10,,,,""
2015-11-12,V-Bar Push Down,Triceps,40.0,10,,,,""
2015-11-12,V-Bar Push Down,Triceps,40.0,10,,,,""
2015-11-12,V-Bar Push Down,Triceps,40.0,10,,,,""
2015-11-12,Hack Squat,Legs,20.0,10,,,,""
2015-11-12,Hack Squat,Legs,50.0,10,,,,""
2015-11-12,Hack Squat,Legs,60.0,10,,,,""
2015-11-12,Hack Squat,Legs,70.0,8,,,,""
2015-11-12,Rope Push Down,Triceps,30.0,10,,,,""
2015-11-12,Decline Crunch,Abs,0.0,10,,,,""
2015-11-12,Decline Crunch,Abs,0.0,10,,,,""
2015-11-12,Decline Crunch,Abs,0.0,10,,,,""
2015-11-13,Deadlift,Back,70.0,8,,,,""
2015-11-13,Deadlift,Back,70.0,8,,,,""
2015-11-13,Deadlift,Back,90.0,5,,,,""
2015-11-13,Deadlift,Back,100.0,3,,,,""
2015-11-13,Deadlift,Back,90.0,2,,,,""
2015-11-13,Lat Pulldown,Back,45.0,10,,,,""
2015-11-13,Lat Pulldown,Back,60.0,10,,,,""
2015-11-13,Lat Pulldown,Back,70.0,8,,,,""
2015-11-13,Lat Pulldown,Back,75.0,5,,,,""
2015-11-13,Lat Pulldown,Back,80.0,4,,,,""
2015-11-13,Lat Pulldown,Back,85.0,3,,,,""
2015-11-13,Lat Pulldown,Back,90.0,2,,,,""
2015-11-13,Rope Push Down,Triceps,20.0,10,,,,""
2015-11-13,Rope Push Down,Triceps,20.0,8,,,,""
2015-11-13,Straight-Arm Cable Pushdown,Back,20.0,10,,,,""
2015-11-13,Straight-Arm Cable Pushdown,Back,20.0,10,,,,""
2015-11-13,Chest press,Chest,20.0,20,,,,""
2015-11-13,Chest press,Chest,30.0,15,,,,""
2015-11-13,Chest press,Chest,40.0,10,,,,""
2015-11-13,Chest press,Chest,50.0,6,,,,""
2015-11-22,Barbell Squat,Legs,20.0,10,,,,""
2015-11-22,Barbell Squat,Legs,40.0,10,,,,""
2015-11-22,Barbell Squat,Legs,50.0,10,,,,""
2015-11-22,Barbell Squat,Legs,60.0,10,,,,""
2015-11-22,Barbell Squat,Legs,70.0,10,,,,""
2015-11-22,Barbell Squat,Legs,80.0,10,,,,""
2015-11-22,Barbell Squat,Legs,60.0,6,,,,""
2015-11-22,One Legpress,Legs,50.0,10,,,,""
2015-11-22,Decline Crunch,Abs,0.0,20,,,,""
2015-11-22,Decline Crunch,Abs,0.0,10,,,,""
2015-11-22,Military Bench Press,Chest,20.0,10,,,,""
2015-11-22,Military Bench Press,Chest,40.0,15,,,,""
2015-11-22,Military Bench Press,Chest,50.0,10,,,,""
2015-11-22,Military Bench Press,Chest,60.0,10,,,,""
2015-11-22,Military Bench Press,Chest,70.0,5,,,,""
2015-11-25,Military Bench Press,Chest,20.0,16,,,,""
2015-11-25,Military Bench Press,Chest,50.0,10,,,,""
2015-11-25,Military Bench Press,Chest,60.0,10,,,,""
2015-11-25,Military Bench Press,Chest,70.0,7,,,,""
2015-11-25,Military Bench Press,Chest,50.0,13,,,,""
2015-11-25,Military Bench Press,Chest,50.0,10,,,,""
2015-11-25,Military Bench Press,Chest,50.0,11,,,,""
2015-11-25,Leg Press,Legs,100.0,10,,,,""
2015-11-25,Leg Press,Legs,100.0,10,,,,""
2015-11-25,Leg Press,Legs,150.0,10,,,,""
2015-11-25,Leg Press,Legs,200.0,10,,,,""
2015-11-25,Leg Press,Legs,250.0,10,,,,""
2015-11-25,Leg Press,Legs,150.0,12,,,,""
2015-11-25,Leg Press,Legs,150.0,10,,,,""
2015-11-25,Chest press,Chest,40.0,10,,,,""
2015-11-25,Chest press,Chest,40.0,10,,,,""
2015-11-28,Military Bench Press,Chest,50.0,21,,,,""
2015-11-28,Military Bench Press,Chest,60.0,13,,,,""
2015-11-28,Military Bench Press,Chest,70.0,5,,,,""
2015-11-28,Military Bench Press,Chest,70.0,3,,,,""
2015-11-28,Military Bench Press,Chest,75.0,3,,,,""
2015-11-28,Military Bench Press,Chest,50.0,12,,,,""
2015-11-28,Rope Push Down,Triceps,20.0,30,,,,""
2015-11-28,Rope Push Down,Triceps,30.0,10,,,,""
2015-11-28,Rope Push Down,Triceps,30.0,9,,,,""
2015-11-28,Barbell Press,Shoulders,20.0,12,,,,""
2015-11-28,Barbell Press,Shoulders,30.0,10,,,,""
2015-11-28,Barbell Press,Shoulders,40.0,5,,,,""
2015-11-28,Barbell Press,Shoulders,40.0,3,,,,""
2015-11-28,Abdominal,Abs,40.0,10,,,,""
2015-11-28,Abdominal,Abs,40.0,10,,,,""
2015-11-29,Barbell Squat,Legs,20.0,10,,,,""
2015-11-29,Barbell Squat,Legs,50.0,10,,,,""
2015-11-29,Barbell Squat,Legs,50.0,10,,,,""
2015-11-29,Barbell Squat,Legs,60.0,10,,,,""
2015-11-29,Barbell Squat,Legs,70.0,10,,,,""
2015-11-29,Barbell Squat,Legs,80.0,10,,,,""
2015-11-29,Barbell Squat,Legs,50.0,12,,,,""
2015-11-29,Barbell Press,Shoulders,50.0,4,,,,""
2015-11-29,Overhead Press,Shoulders,30.0,7,,,,""
2015-11-29,Overhead Press,Shoulders,30.0,7,,,,""
2015-11-29,Overhead Press,Shoulders,30.0,7,,,,""
2015-11-29,Rope Push Down,Triceps,30.0,15,,,,""
2015-11-29,Rope Push Down,Triceps,40.0,5,,,,""
2015-11-29,Lat Pulldown,Back,50.0,10,,,,""
2015-11-29,Lat Pulldown,Back,60.0,10,,,,""
2015-11-29,Lat Pulldown,Back,70.0,7,,,,""
2015-11-29,Lat Pulldown,Back,70.0,6,,,,""
2015-12-01,Leg Press,Legs,100.0,14,,,,""
2015-12-01,Leg Press,Legs,150.0,10,,,,""
2015-12-01,Leg Press,Legs,200.0,10,,,,""
2015-12-01,Leg Press,Legs,250.0,7,,,,""
2015-12-01,Leg Press,Legs,270.0,3,,,,""
2015-12-01,Rope Push Down,Triceps,30.0,20,,,,""
2015-12-01,Rope Push Down,Triceps,30.0,10,,,,""
2015-12-01,Cable Curl,Biceps,30.0,10,,,,""
2015-12-01,Rope Push Down,Triceps,30.0,12,,,,""
2015-12-01,Cable Curl,Biceps,30.0,15,,,,""
2015-12-01,Rope Push Down,Triceps,30.0,11,,,,""
2015-12-01,Cable Curl,Biceps,40.0,9,,,,""
2015-12-01,Lat Pulldown,Back,50.0,10,,,,""
2015-12-01,Lat Pulldown,Back,50.0,10,,,,""
2015-12-01,Lat Pulldown,Back,50.0,10,,,,""
2015-12-01,Lat Pulldown,Back,50.0,10,,,,""
2015-12-15,Leg Press,Legs,100.0,10,,,,""
2015-12-15,Leg Press,Legs,150.0,10,,,,""
2015-12-15,Leg Press,Legs,200.0,10,,,,""
2015-12-15,Leg Press,Legs,240.0,10,,,,""
2015-12-15,Leg Press,Legs,270.0,5,,,,""
2015-12-15,Hack Squat,Legs,40.0,10,,,,""
2015-12-15,Hack Squat,Legs,70.0,10,,,,""
2015-12-15,Incline Barbell Bench Press,Chest,50.0,10,,,,""
2015-12-15,Incline Barbell Bench Press,Chest,60.0,10,,,,""
2015-12-15,Incline Barbell Bench Press,Chest,20.0,10,,,,""
2015-12-15,Incline Barbell Bench Press,Chest,65.0,4,,,,""
2015-12-15,Lat Pulldown,Back,50.0,12,,,,""
2015-12-15,Lat Pulldown,Back,60.0,10,,,,""
2015-12-15,Lat Pulldown,Back,50.0,10,,,,""
2015-12-15,Lat Pulldown,Back,80.0,3,,,,""
2015-12-15,Abdominal,Abs,40.0,12,,,,""
2015-12-23,Barbell Squat,Legs,20.0,10,,,,""
2015-12-23,Barbell Squat,Legs,40.0,10,,,,""
2015-12-23,Barbell Squat,Legs,50.0,10,,,,""
2015-12-23,Barbell Squat,Legs,60.0,10,,,,""
2015-12-23,Barbell Squat,Legs,70.0,10,,,,""
2015-12-23,Barbell Squat,Legs,80.0,10,,,,""
2015-12-23,Barbell Squat,Legs,90.0,6,,,,""
2015-12-23,Barbell Squat,Legs,100.0,3,,,,""
2015-12-23,Barbell Squat,Legs,100.0,4,,,,""
2015-12-23,Barbell Squat,Legs,100.0,4,,,,""
2015-12-23,Military Bench Press,Chest,20.0,10,,,,""
2015-12-23,Military Bench Press,Chest,60.0,7,,,,""
2015-12-23,Military Bench Press,Chest,60.0,7,,,,""
2015-12-23,Military Bench Press,Chest,70.0,7,,,,""
2015-12-23,Military Bench Press,Chest,70.0,5,,,,""
2015-12-23,Military Bench Press,Chest,70.0,5,,,,""
2015-12-23,Military Bench Press,Chest,70.0,5,,,,""
2015-12-23,Rope Push Down,Triceps,20.0,10,,,,""
2015-12-23,Abdominal,Abs,40.0,15,,,,""
2015-12-23,Abdominal,Abs,40.0,15,,,,""
2015-12-23,Abdominal,Abs,50.0,10,,,,""
2015-12-23,Leg Press,Legs,100.0,10,,,,""
2015-12-23,Leg Press,Legs,150.0,10,,,,""
2015-12-23,Leg Press,Legs,200.0,10,,,,""
2015-12-23,Leg Press,Legs,240.0,10,,,,""
2015-12-23,Leg Press,Legs,200.0,10,,,,""
2015-12-23,Leg Press,Legs,150.0,10,,,,""
2015-12-23,Leg Press,Legs,100.0,10,,,,""
2015-12-23,Leg Press,Legs,100.0,20,,,,""
2015-12-23,Shoulder Shit,Shoulders,7.0,10,,,,""
2015-12-23,Seated Dumbbell Press,Shoulders,12.5,15,,,,""
2015-12-23,Seated Dumbbell Press,Shoulders,12.5,10,,,,""
2015-12-23,Seated Dumbbell Press,Shoulders,12.5,10,,,,""
2015-12-26,Barbell Press,Shoulders,20.0,17,,,,""
2015-12-26,Barbell Press,Shoulders,30.0,10,,,,""
2015-12-26,Barbell Press,Shoulders,40.0,7,,,,""
2015-12-26,Barbell Press,Shoulders,40.0,4,,,,""
2015-12-26,Barbell Press,Shoulders,40.0,6,,,,""
2015-12-26,Barbell Press,Shoulders,50.0,4,,,,""
2015-12-26,Barbell Press,Shoulders,50.0,5,,,,""
2015-12-26,Barbell Press,Shoulders,30.0,6,,,,""
2015-12-26,Barbell Press,Shoulders,30.0,5,,,,""
2015-12-26,Rope Push Down,Triceps,30.0,10,,,,""
2015-12-26,Rope Push Down,Triceps,30.0,10,,,,""
2015-12-26,Rope Push Down,Triceps,30.0,10,,,,""
2015-12-26,Rope Push Down,Triceps,30.0,10,,,,""
2015-12-26,Lat Pulldown,Back,60.0,10,,,,""
2015-12-26,Lat Pulldown,Back,70.0,7,,,,""
2015-12-26,Lat Pulldown,Back,70.0,5,,,,""
2015-12-26,Lat Pulldown,Back,80.0,3,,,,""
2015-12-26,Lat Pulldown,Back,50.0,10,,,,""
2015-12-26,Hack Squat,Legs,30.0,11,,,,""
2015-12-26,Hack Squat,Legs,50.0,10,,,,""
2015-12-26,Hack Squat,Legs,60.0,10,,,,""
2015-12-26,Hack Squat,Legs,70.0,10,,,,""
2015-12-26,Hack Squat,Legs,80.0,10,,,,""
2015-12-29,Leg Press,Legs,100.0,10,,,,""
2015-12-29,Leg Press,Legs,150.0,10,,,,""
2015-12-29,Leg Press,Legs,200.0,10,,,,""
2015-12-29,Leg Press,Legs,250.0,10,,,,""
2015-12-29,Leg Press,Legs,260.0,5,,,,""
2015-12-29,Leg Press,Legs,270.0,6,,,,""
2015-12-29,Leg Press,Legs,100.0,7,,,,""
2015-12-29,Barbell Squat,Legs,20.0,7,,,,""
2015-12-29,Barbell Squat,Legs,50.0,10,,,,""
2015-12-29,Chest press,Chest,50.0,10,,,,""
2015-12-29,Chest press,Chest,50.0,10,,,,""
2015-12-29,Chest press,Chest,50.0,8,,,,""
2015-12-29,Chest press,Chest,40.0,10,,,,""
2015-12-29,Chest press,Chest,30.0,10,,,,""
2015-12-29,Chest press,Chest,20.0,10,,,,""
2015-12-29,Lat Pulldown,Back,50.0,10,,,,""
2015-12-29,Lat Pulldown,Back,60.0,10,,,,""
2015-12-29,Lat Pulldown,Back,70.0,7,,,,""
2015-12-29,Lat Pulldown,Back,40.0,12,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Barbell Squat,Legs,60.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,13,,,,""
2015-12-31,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2015-12-31,Abdominal,Abs,40.0,20,,,,""
2015-12-31,Abdominal,Abs,40.0,20,,,,""
2015-12-31,Abdominal,Abs,40.0,20,,,,""
2016-01-05,Military Bench Press,Chest,20.0,10,,,,""
2016-01-05,Military Bench Press,Chest,40.0,10,,,,""
2016-01-05,Military Bench Press,Chest,50.0,10,,,,""
2016-01-05,Military Bench Press,Chest,60.0,10,,,,""
2016-01-05,Military Bench Press,Chest,70.0,8,,,,""
2016-01-05,Military Bench Press,Chest,70.0,5,,,,""
2016-01-05,Military Bench Press,Chest,60.0,8,,,,""
2016-01-05,Leg Press,Legs,100.0,10,,,,""
2016-01-05,Leg Press,Legs,150.0,10,,,,""
2016-01-05,Leg Press,Legs,200.0,10,,,,""
2016-01-05,Leg Press,Legs,240.0,4,,,,""
2016-01-05,Overhead Press,Shoulders,45.0,10,,,,""
