Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2016-10-31,Abdominal,Abs,40.0,20,,,,""
2016-10-31,Abdominal,Abs,40.0,21,,,,""
2016-10-31,Abdominal,Abs,30.0,5,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,20.0,6,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,22.5,4,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,15.0,11,,,,""
2016-11-01,Seated Dumbbell Press,Shoulders,15.0,8,,,,""
2016-11-01,Lat Pulldown,Back,40.0,20,,,,""
2016-11-01,Lat Pulldown,Back,50.0,10,,,,""
2016-11-01,Lat Pulldown,Back,60.0,11,,,,""
2016-11-01,Lat Pulldown,Back,70.0,8,,,,""
2016-11-01,Lat Pulldown,Back,50.0,11,,,,""
2016-11-01,Lat Pulldown,Back,40.0,15,,,,""
2016-11-01,Military Bench Press,Chest,20.0,20,,,,""
2016-11-01,Military Bench Press,Chest,40.0,25,,,,""
2016-11-01,Military Bench Press,Chest,40.0,10,,,,""
2016-11-01,Military Bench Press,Chest,40.0,12,,,,""
2016-11-01,Military Bench Press,Chest,40.0,12,,,,""
2016-11-01,Abdominal,Abs,40.0,20,,,,""
2016-11-01,Abdominal,Abs,30.0,41,,,,""
2016-11-01,Abdominal,Abs,30.0,33,,,,""
2016-11-01,Rope Push Down,Triceps,15.0,15,,,,""
2016-11-01,Rope Push Down,Triceps,15.0,10,,,,""
2016-11-01,Rope Push Down,Triceps,10.0,15,,,,""
2016-11-01,Rope Push Down,Triceps,10.0,15,,,,""
2016-11-04,Military Bench Press,Chest,20.0,18,,,,""
2016-11-04,Military Bench Press,Chest,50.0,10,,,,""
2016-11-04,Military Bench Press,Chest,55.0,10,,,,""
2016-11-04,Military Bench Press,Chest,60.0,10,,,,""
2016-11-04,Military Bench Press,Chest,65.0,8,,,,""
2016-11-04,Military Bench Press,Chest,70.0,4,,,,""
2016-11-04,Military Bench Press,Chest,50.0,15,,,,""
2016-11-04,Abdominal,Abs,40.0,20,,,,""
2016-11-04,Abdominal,Abs,40.0,22,,,,""
2016-11-04,Abdominal,Abs,35.0,25,,,,""
2016-11-04,Abdominal,Abs,30.0,25,,,,""
2016-11-04,Barbell Front Squat,Legs,20.0,10,,,,""
2016-11-04,Barbell Front Squat,Legs,40.0,10,,,,""
2016-11-04,Barbell Front Squat,Legs,50.0,10,,,,""
2016-11-04,Barbell Front Squat,Legs,50.0,5,,,,""
2016-11-04,Barbell Front Squat,Legs,55.0,5,,,,""
2016-11-04,Barbell Front Squat,Legs,60.0,5,,,,""
2016-11-04,Barbell Front Squat,Legs,65.0,3,,,,""
2016-11-04,Deadlift,Back,50.0,5,,,,""
2016-11-04,Deadlift,Back,60.0,5,,,,""
2016-11-04,Deadlift,Back,70.0,5,,,,""
2016-11-04,Deadlift,Back,80.0,5,,,,""
2016-11-04,Deadlift,Back,90.0,5,,,,""
2016-11-04,Deadlift,Back,100.0,3,,,,""
2016-11-04,Rope Push Down,Triceps,15.0,20,,,,""
2016-11-04,Rope Push Down,Triceps,25.0,15,,,,""
2016-11-04,Rope Push Down,Triceps,30.0,10,,,,""
2016-11-04,Rope Push Down,Triceps,35.0,11,,,,""
2016-11-04,Rope Push Down,Triceps,40.0,9,,,,""
2016-11-04,Rope Push Down,Triceps,20.0,12,,,,""
2016-11-05,Military Bench Press,Chest,40.0,20,,,,""
2016-11-05,Barbell Front Squat,Legs,20.0,4,,,,""
2016-11-05,Military Bench Press,Chest,50.0,10,,,,""
2016-11-05,Barbell Front Squat,Legs,40.0,6,,,,""
2016-11-05,Military Bench Press,Chest,50.0,11,,,,""
2016-11-05,Barbell Front Squat,Legs,50.0,6,,,,""
2016-11-05,Military Bench Press,Chest,60.0,10,,,,""
2016-11-05,Barbell Front Squat,Legs,60.0,4,,,,""
2016-11-05,Leg Press,Legs,100.0,10,,,,""
2016-11-05,Military Bench Press,Chest,60.0,10,,,,""
2016-11-05,Leg Press,Legs,150.0,10,,,,""
2016-11-05,Military Bench Press,Chest,60.0,10,,,,""
2016-11-05,Leg Press,Legs,200.0,12,,,,""
2016-11-05,Leg Press,Legs,220.0,11,,,,""
2016-11-05,Leg Press,Legs,240.0,3,,,,""
2016-11-05,Lat Pulldown,Back,52.0,12,,,,""
2016-11-05,Lat Pulldown,Back,59.0,12,,,,""
2016-11-05,Lat Pulldown,Back,66.0,11,,,,""
2016-11-05,Lat Pulldown,Back,73.0,10,,,,""
2016-11-05,Lat Pulldown,Back,79.0,4,,,,""
2016-11-05,Rope Push Down,Triceps,15.0,20,,,,""
2016-11-05,Shoulderpress,Shoulders,50.0,10,,,,""
2016-11-05,Shoulderpress,Shoulders,45.0,10,,,,""
2016-11-05,Shoulderpress,Shoulders,54.0,10,,,,""
2016-11-05,Shoulderpress,Shoulders,59.0,9,,,,""
2016-11-07,Leg Press,Legs,130.0,10,,,,""
2016-11-07,Leg Press,Legs,180.0,10,,,,""
2016-11-07,Leg Press,Legs,230.0,6,,,,""
2016-11-07,Leg Press,Legs,250.0,6,,,,""
2016-11-07,Leg Press,Legs,260.0,6,,,,""
2016-11-07,Leg Press,Legs,270.0,5,,,,""
2016-11-07,Leg Press,Legs,230.0,6,,,,""
2016-11-07,Leg Press,Legs,180.0,6,,,,""
2016-11-07,Leg Press,Legs,130.0,6,,,,""
2016-11-07,Leg Press,Legs,90.0,10,,,,""
2016-11-07,Leg Press,Legs,50.0,10,,,,""
2016-11-07,Abdominal,Abs,40.0,40,,,,""
2016-11-07,Abdominal,Abs,40.0,30,,,,""
2016-11-07,Abdominal,Abs,40.0,20,,,,""
2016-11-07,Abdominal,Abs,30.0,30,,,,""
2016-11-07,Abdominal,Abs,30.0,41,,,,""
2016-11-07,Lat Pulldown,Back,40.0,17,,,,""
2016-11-07,Lat Pulldown,Back,50.0,10,,,,""
2016-11-07,Lat Pulldown,Back,55.0,10,,,,""
2016-11-07,Lat Pulldown,Back,45.0,10,,,,""
2016-11-07,Lat Pulldown,Back,40.0,10,,,,""
2016-11-07,Lat Pulldown,Back,35.0,10,,,,""
2016-11-07,Lat Pulldown,Back,30.0,12,,,,""
2016-11-07,Bar Pushdown,Triceps,15.0,20,,,,""
2016-11-07,Bar Pushdown,Triceps,20.0,15,,,,""
2016-11-07,Bar Pushdown,Triceps,25.0,10,,,,""
2016-11-10,Rope Push Down,Triceps,15.0,15,,,,""
2016-11-10,Rope Push Down,Triceps,25.0,15,,,,""
2016-11-10,Rope Push Down,Triceps,30.0,10,,,,""
2016-11-10,Rope Push Down,Triceps,35.0,10,,,,""
2016-11-10,Barbell Front Squat,Legs,20.0,6,,,,""
2016-11-10,Barbell Squat,Legs,60.0,1,,,,""
2016-11-10,Barbell Squat,Legs,60.0,7,,,,""
2016-11-10,Box Squat,Legs,60.0,5,,,,""
2016-11-10,Box Squat,Legs,80.0,5,,,,""
2016-11-10,Box Squat,Legs,90.0,5,,,,""
2016-11-10,Box Squat,Legs,100.0,5,,,,""
2016-11-10,Box Squat,Legs,110.0,5,,,,""
2016-11-10,Box Squat,Legs,115.0,5,,,,""
2016-11-10,Box Squat,Legs,120.0,5,,,,""
2016-11-10,Abdominal,Abs,40.0,20,,,,""
2016-11-10,Abdominal,Abs,40.0,20,,,,""
2016-11-10,Abdominal,Abs,40.0,20,,,,""
2016-11-10,Abdominal,Abs,30.0,20,,,,""
2016-11-14,Leg Press,Legs,100.0,12,,,,""
2016-11-14,Leg Press,Legs,150.0,11,,,,""
2016-11-14,Leg Press,Legs,200.0,10,,,,""
2016-11-14,Leg Press,Legs,250.0,8,,,,""
2016-11-14,Leg Press,Legs,200.0,10,,,,""
2016-11-14,Leg Press,Legs,150.0,10,,,,""
2016-11-14,Leg Press,Legs,100.0,10,,,,""
2016-11-14,Leg Press,Legs,50.0,10,,,,""
2016-11-14,Barbell Press,Shoulders,20.0,10,,,,""
2016-11-14,Barbell Curl,Biceps,20.0,10,,,,""
2016-11-14,Barbell Press,Shoulders,20.0,10,,,,""
2016-11-14,Barbell Front Squat,Legs,20.0,6,,,,""
2016-11-14,Barbell Front Squat,Legs,40.0,5,,,,""
2016-11-14,Barbell Front Squat,Legs,50.0,5,,,,""
2016-11-14,Barbell Front Squat,Legs,55.0,5,,,,""
2016-11-14,Barbell Press,Shoulders,40.0,5,,,,""
2016-11-15,Barbell Press,Shoulders,20.0,10,,,,""
2016-11-15,Barbell Press,Shoulders,40.0,6,,,,""
2016-11-15,Barbell Press,Shoulders,50.0,6,,,,""
2016-11-15,Barbell Press,Shoulders,55.0,4,,,,""
2016-11-15,Barbell Press,Shoulders,40.0,10,,,,""
2016-11-15,Barbell Press,Shoulders,40.0,10,,,,""
2016-11-15,Barbell Press,Shoulders,40.0,10,,,,""
2016-11-15,Barbell Press,Shoulders,40.0,11,,,,""
2016-11-15,Barbell Front Squat,Legs,40.0,6,,,,""
2016-11-15,Barbell Front Squat,Legs,40.0,6,,,,""
2016-11-15,Barbell Front Squat,Legs,50.0,6,,,,""
2016-11-15,Barbell Front Squat,Legs,55.0,6,,,,""
2016-11-15,Barbell Front Squat,Legs,60.0,5,,,,""
2016-11-15,Lat Pulldown,Back,40.0,25,,,,""
2016-11-15,Lat Pulldown,Back,55.0,10,,,,""
2016-11-15,Lat Pulldown,Back,55.0,10,,,,""
2016-11-15,Lat Pulldown,Back,55.0,12,,,,""
2016-11-15,Lat Pulldown,Back,55.0,11,,,,""
2016-11-15,Lat Pulldown,Back,60.0,11,,,,""
2016-11-17,Abdominal,Abs,40.0,42,,,,""
2016-11-17,Abdominal,Abs,30.0,20,,,,""
2016-11-17,Barbell Front Squat,Legs,20.0,7,,,,""
2016-11-17,Box Squat,Legs,20.0,5,,,,""
2016-11-17,Box Squat,Legs,60.0,5,,,,""
2016-11-17,Box Squat,Legs,70.0,5,,,,""
2016-11-17,Box Squat,Legs,80.0,5,,,,""
2016-11-17,Box Squat,Legs,90.0,5,,,,""
2016-11-17,Box Squat,Legs,100.0,5,,,,""
2016-11-17,Box Squat,Legs,110.0,5,,,,""
2016-11-17,Box Squat,Legs,115.0,5,,,,""
2016-11-17,Box Squat,Legs,120.0,5,,,,""
2016-11-17,Abdominal,Abs,30.0,30,,,,""
2016-11-17,Abdominal,Abs,50.0,10,,,,""
2016-11-22,Military Bench Press,Chest,20.0,10,,,,""
2016-11-22,Military Bench Press,Chest,50.0,10,,,,""
2016-11-22,Military Bench Press,Chest,60.0,10,,,,""
2016-11-22,Military Bench Press,Chest,70.0,9,,,,""
2016-11-22,Military Bench Press,Chest,75.0,4,,,,""
2016-11-22,Military Bench Press,Chest,77.5,2,,,,""
2016-11-22,Military Bench Press,Chest,65.0,6,,,,""
2016-11-22,Military Bench Press,Chest,65.0,6,,,,""
2016-11-22,Military Bench Press,Chest,65.0,6,,,,""
2016-11-22,Military Bench Press,Chest,60.0,10,,,,""
2016-11-22,Military Bench Press,Chest,40.0,20,,,,""
2016-11-22,Lat Pulldown,Back,60.0,10,,,,""
2016-11-22,Lat Pulldown,Back,70.0,10,,,,""
2016-11-22,Lat Pulldown,Back,80.0,5,,,,""
2016-11-22,Lat Pulldown,Back,50.0,10,,,,""
2016-11-22,Lat Pulldown,Back,50.0,10,,,,""
2016-11-22,Lat Pulldown,Back,50.0,10,,,,""
2016-11-22,Lat Pulldown,Back,50.0,10,,,,""
2016-11-22,Barbell Front Squat,Legs,20.0,4,,,,""
2016-11-22,Barbell Front Squat,Legs,40.0,6,,,,""
2016-11-22,Barbell Front Squat,Legs,50.0,5,,,,""
2016-11-22,Barbell Front Squat,Legs,60.0,4,,,,""
2016-11-23,Dumbell Press,Shoulders,15.0,10,,,,""
2016-11-23,Dumbbellsquat,Legs,15.0,10,,,,""
2016-11-24,Lat Pulldown,Back,50.0,12,,,,""
2016-11-24,Lat Pulldown,Back,50.0,12,,,,""
2016-11-24,Lat Pulldown,Back,50.0,10,,,,""
2016-11-24,Lat Pulldown,Back,60.0,10,,,,""
2016-11-24,Lat Pulldown,Back,70.0,7,,,,""
2016-11-24,Lat Pulldown,Back,80.0,4,,,,""
2016-11-24,Lat Pulldown,Back,50.0,10,,,,""
2016-11-24,Lat Pulldown,Back,50.0,11,,,,""
2016-11-24,Lat Pulldown,Back,50.0,10,,,,""
2016-11-24,Leg Press,Legs,100.0,12,,,,""
2016-11-24,Leg Press,Legs,100.0,10,,,,""
2016-11-24,Leg Press,Legs,140.0,10,,,,""
2016-11-24,Leg Press,Legs,140.0,10,,,,""
2016-11-24,Leg Press,Legs,180.0,10,,,,""
2016-11-24,Leg Press,Legs,220.0,10,,,,""
2016-11-24,Leg Press,Legs,250.0,6,,,,""
2016-11-24,Leg Press,Legs,260.0,2,,,,""
2016-11-24,Leg Press,Legs,140.0,10,,,,""
2016-11-24,Leg Press,Legs,140.0,10,,,,""
2016-11-24,Abdominal,Abs,30.0,30,,,,""
2016-11-24,Abdominal,Abs,30.0,30,,,,""
2016-11-24,Abdominal,Abs,30.0,30,,,,""
2016-11-24,Abdominal,Abs,30.0,31,,,,""
2016-11-24,Abdominal,Abs,30.0,21,,,,""
2016-11-24,Rope Push Down,Triceps,20.0,20,,,,""
2016-11-24,Rope Push Down,Triceps,25.0,20,,,,""
2016-11-24,Rope Push Down,Triceps,30.0,20,,,,""
2016-11-24,Rope Push Down,Triceps,35.0,15,,,,""
2016-11-24,Rope Push Down,Triceps,40.0,7,,,,""
2016-12-01,Leg Press,Legs,100.0,10,,,,""
2016-12-01,Leg Press,Legs,140.0,10,,,,""
2016-12-01,Leg Press,Legs,180.0,10,,,,""
2016-12-01,Leg Press,Legs,220.0,10,,,,""
2016-12-01,Leg Press,Legs,260.0,5,,,,""
2016-12-01,Leg Press,Legs,220.0,10,,,,""
2016-12-01,Leg Press,Legs,180.0,10,,,,""
2016-12-01,Leg Press,Legs,140.0,10,,,,""
2016-12-01,Leg Press,Legs,100.0,11,,,,""
2016-12-01,Abdominal,Abs,40.0,30,,,,""
2016-12-01,Abdominal,Abs,40.0,20,,,,""
2016-12-01,Abdominal,Abs,30.0,30,,,,""
2016-12-01,Abdominal,Abs,30.0,30,,,,""
2016-12-01,Abdominal,Abs,30.0,30,,,,""
2016-12-01,Abdominal,Abs,30.0,30,,,,""
2016-12-01,Military Bench Press,Chest,20.0,10,,,,""
2016-12-01,Military Bench Press,Chest,50.0,10,,,,""
2016-12-01,Military Bench Press,Chest,60.0,10,,,,""
2016-12-01,Military Bench Press,Chest,65.0,5,,,,""
2016-12-01,Military Bench Press,Chest,70.0,5,,,,""
2016-12-01,Military Bench Press,Chest,75.0,4,,,,""
2016-12-01,Military Bench Press,Chest,77.5,2,,,,""
2016-12-01,Military Bench Press,Chest,60.0,7,,,,""
2016-12-01,Military Bench Press,Chest,60.0,5,,,,""
2016-12-01,Military Bench Press,Chest,60.0,5,,,,""
2016-12-02,Dumbbell Curl,Biceps,15.0,10,,,,""
2016-12-02,Dumbbell Curl,Biceps,6.0,10,,,,""
2016-12-02,Dumbbell Curl,Biceps,15.0,6,,,,""
2016-12-04,Barbell Front Squat,Legs,20.0,10,,,,""
2016-12-04,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-04,Barbell Front Squat,Legs,50.0,6,,,,""
2016-12-04,Barbell Front Squat,Legs,55.0,6,,,,""
2016-12-04,Barbell Front Squat,Legs,60.0,6,,,,""
2016-12-04,Barbell Front Squat,Legs,65.0,4,,,,""
2016-12-04,Barbell Front Squat,Legs,70.0,3,,,,""
2016-12-04,Barbell Press,Shoulders,40.0,7,,,,""
2016-12-04,Barbell Front Squat,Legs,40.0,5,,,,""
2016-12-04,Barbell Press,Shoulders,40.0,7,,,,""
2016-12-04,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-04,Barbell Press,Shoulders,40.0,10,,,,""
2016-12-04,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-04,Barbell Press,Shoulders,40.0,10,,,,""
2016-12-04,Barbell Press,Shoulders,40.0,5,,,,""
2016-12-04,Barbell Press,Shoulders,30.0,7,,,,""
2016-12-04,Barbell Press,Shoulders,30.0,7,,,,""
2016-12-04,Barbell Press,Shoulders,20.0,10,,,,""
2016-12-04,Barbell Curl,Biceps,20.0,7,,,,""
2016-12-04,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2016-12-04,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2016-12-05,Barbell Front Squat,Legs,20.0,10,,,,""
2016-12-05,Barbell Front Squat,Legs,20.0,7,,,,""
2016-12-05,Barbell Front Squat,Legs,30.0,10,,,,""
2016-12-05,Barbell Front Squat,Legs,40.0,10,,,,""
2016-12-05,Barbell Front Squat,Legs,50.0,5,,,,""
2016-12-05,Barbell Front Squat,Legs,50.0,5,,,,""
2016-12-05,Barbell Front Squat,Legs,55.0,5,,,,""
2016-12-14,Lat Pulldown,Back,45.0,10,,,,""
2016-12-14,Lat Pulldown,Back,50.0,10,,,,""
2016-12-14,Barbell Press,Shoulders,20.0,15,,,,""
2016-12-14,Barbell Front Squat,Legs,20.0,10,,,,""
2016-12-14,Barbell Press,Shoulders,30.0,10,,,,""
2016-12-14,Barbell Front Squat,Legs,30.0,10,,,,""
2016-12-14,Barbell Press,Shoulders,40.0,7,,,,""
2016-12-14,Barbell Front Squat,Legs,40.0,5,,,,""
2016-12-14,Barbell Press,Shoulders,40.0,8,,,,""
2016-12-14,Barbell Front Squat,Legs,50.0,5,,,,""
2016-12-14,Barbell Press,Shoulders,50.0,5,,,,""
2016-12-14,Barbell Front Squat,Legs,50.0,5,,,,""
2016-12-14,Abdominal,Abs,40.0,20,,,,""
2016-12-14,Abdominal,Abs,40.0,20,,,,""
2016-12-14,Abdominal,Abs,40.0,20,,,,""
2016-12-14,Abdominal,Abs,30.0,20,,,,""
2016-12-14,Abdominal,Abs,30.0,20,,,,""
2016-12-15,Military Bench Press,Chest,20.0,15,,,,""
2016-12-15,Military Bench Press,Chest,40.0,10,,,,""
2016-12-15,Military Bench Press,Chest,50.0,10,,,,""
2016-12-15,Military Bench Press,Chest,60.0,10,,,,""
2016-12-15,Military Bench Press,Chest,70.0,5,,,,""
2016-12-15,Military Bench Press,Chest,70.0,5,,,,""
2016-12-15,Military Bench Press,Chest,75.0,3,,,,""
2016-12-15,Military Bench Press,Chest,65.0,6,,,,""
2016-12-15,Military Bench Press,Chest,65.0,7,,,,""
2016-12-15,Military Bench Press,Chest,65.0,7,,,,""
2016-12-15,Military Bench Press,Chest,67.5,5,,,,""
2016-12-15,Military Bench Press,Chest,50.0,7,,,,""
2016-12-15,Barbell Squat,Legs,20.0,6,,,,""
2016-12-15,Barbell Squat,Legs,40.0,10,,,,""
2016-12-15,Barbell Squat,Legs,50.0,6,,,,""
2016-12-15,Barbell Squat,Legs,60.0,5,,,,""
2016-12-15,Barbell Squat,Legs,70.0,5,,,,""
2016-12-15,Barbell Squat,Legs,80.0,5,,,,""
2016-12-15,Barbell Squat,Legs,90.0,4,,,,""
2016-12-15,Barbell Squat,Legs,90.0,2,,,,""
2016-12-15,Barbell Squat,Legs,60.0,5,,,,""
2016-12-15,Deadlift,Back,60.0,7,,,,""
2016-12-15,Deadlift,Back,60.0,8,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Lat Pulldown,Back,50.0,10,,,,""
2016-12-19,Military Bench Press,Chest,50.0,10,,,,""
2016-12-19,Military Bench Press,Chest,60.0,10,,,,""
2016-12-19,Military Bench Press,Chest,65.0,5,,,,""
2016-12-19,Military Bench Press,Chest,70.0,5,,,,""
2016-12-19,Military Bench Press,Chest,75.0,3,,,,""
2016-12-19,Military Bench Press,Chest,65.0,5,,,,""
2016-12-19,Military Bench Press,Chest,65.0,5,,,,""
2016-12-19,Military Bench Press,Chest,60.0,5,,,,""
2016-12-19,Leg Press,Legs,100.0,10,,,,""
2016-12-19,Leg Press,Legs,150.0,10,,,,""
2016-12-19,Leg Press,Legs,200.0,10,,,,""
2016-12-19,Leg Press,Legs,250.0,10,,,,""
2016-12-19,Leg Press,Legs,200.0,10,,,,""
2016-12-19,Leg Press,Legs,150.0,10,,,,""
2016-12-19,Leg Press,Legs,100.0,10,,,,""
2016-12-19,Abdominal,Abs,40.0,20,,,,""
2016-12-19,Abdominal,Abs,40.0,20,,,,""
2016-12-19,Abdominal,Abs,30.0,20,,,,""
2016-12-19,Abdominal,Abs,30.0,20,,,,""
2016-12-19,Abdominal,Abs,30.0,20,,,,""
2016-12-19,Rope Push Down,Triceps,30.0,20,,,,""
2016-12-19,Rope Push Down,Triceps,30.0,10,,,,""
2016-12-31,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-31,Barbell Front Squat,Legs,50.0,6,,,,""
2016-12-31,Barbell Front Squat,Legs,55.0,6,,,,""
2016-12-31,Barbell Front Squat,Legs,60.0,6,,,,""
2016-12-31,Barbell Front Squat,Legs,65.0,5,,,,""
2016-12-31,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-31,Barbell Front Squat,Legs,40.0,7,,,,""
2016-12-31,Barbell Front Squat,Legs,40.0,6,,,,""
2016-12-31,Military Bench Press,Chest,50.0,10,,,,""
2016-12-31,Military Bench Press,Chest,60.0,7,,,,""
2016-12-31,Military Bench Press,Chest,65.0,6,,,,""
2016-12-31,Military Bench Press,Chest,65.0,6,,,,""
2016-12-31,Military Bench Press,Chest,65.0,6,,,,""
2016-12-31,Military Bench Press,Chest,60.0,7,,,,""
2016-12-31,Military Bench Press,Chest,50.0,10,,,,""
2016-12-31,Military Bench Press,Chest,50.0,6,,,,""
2016-12-31,Military Bench Press,Chest,50.0,6,,,,""
2016-12-31,Military Bench Press,Chest,50.0,8,,,,""
2017-01-01,Barbell Press,Shoulders,20.0,11,,,,""
2017-01-01,Barbell Press,Shoulders,30.0,10,,,,""
2017-01-01,Barbell Press,Shoulders,35.0,10,,,,""
2017-01-01,Barbell Press,Shoulders,40.0,5,,,,""
2017-01-01,Barbell Press,Shoulders,50.0,5,,,,""
2017-01-01,Barbell Press,Shoulders,55.0,4,,,,""
2017-01-01,Barbell Press,Shoulders,45.0,5,,,,""
2017-01-01,Barbell Press,Shoulders,40.0,5,,,,""
2017-01-01,Seated Cable Row,Back,35.0,10,,,,""
2017-01-01,Seated Cable Row,Back,40.0,10,,,,""
2017-01-01,Seated Cable Row,Back,45.0,10,,,,""
2017-01-01,Seated Cable Row,Back,50.0,10,,,,""
2017-01-01,Seated Cable Row,Back,55.0,10,,,,""
2017-01-01,Seated Cable Row,Back,60.0,10,,,,""
2017-01-01,Rope Push Down,Triceps,25.0,20,,,,""
2017-01-01,Rope Push Down,Triceps,30.0,12,,,,""
2017-01-01,Rope Push Down,Triceps,30.0,10,,,,""
2017-01-01,Rope Push Down,Triceps,30.0,10,,,,""
2017-01-01,Rope Push Down,Triceps,30.0,10,,,,""
2017-01-08,Barbell Front Squat,Legs,20.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,40.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,40.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,45.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,50.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,55.0,7,,,,""
2017-01-08,Barbell Front Squat,Legs,60.0,5,,,,""
2017-01-08,Barbell Front Squat,Legs,65.0,5,,,,""
2017-01-08,Barbell Front Squat,Legs,50.0,5,,,,""
2017-01-08,Military Bench Press,Chest,20.0,12,,,,""
2017-01-08,Military Bench Press,Chest,50.0,10,,,,""
2017-01-08,Military Bench Press,Chest,60.0,7,,,,""
2017-01-08,Military Bench Press,Chest,65.0,5,,,,""
2017-01-08,Military Bench Press,Chest,67.5,6,,,,""
2017-01-08,Military Bench Press,Chest,70.0,5,,,,""
2017-01-08,Military Bench Press,Chest,72.5,3,,,,""
2017-01-08,Military Bench Press,Chest,60.0,5,,,,""
2017-01-08,Military Bench Press,Chest,60.0,5,,,,""
2017-01-08,Military Bench Press,Chest,60.0,6,,,,""
2017-01-08,Military Bench Press,Chest,60.0,6,,,,""
2017-01-08,Military Bench Press,Chest,50.0,10,,,,""
2017-01-08,Military Bench Press,Chest,50.0,10,,,,""
2017-01-08,Dumbbell Curl,Biceps,12.0,20,,,,""
2017-01-08,Dumbbell Curl,Biceps,12.0,13,,,,""
2017-01-09,Dumbell Press,Shoulders,15.0,10,,,,""
2017-01-09,Dumbell Press,Shoulders,15.0,10,,,,""
2017-01-19,Barbell Front Squat,Legs,20.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,40.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,50.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,55.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,60.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,60.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,55.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,50.0,5,,,,""
2017-01-19,Barbell Front Squat,Legs,40.0,5,,,,""
2017-01-19,Military Bench Press,Chest,50.0,10,,,,""
2017-01-19,Military Bench Press,Chest,60.0,5,,,,""
2017-01-19,Military Bench Press,Chest,70.0,5,,,,""
2017-01-19,Military Bench Press,Chest,80.0,3,,,,""
2017-01-19,Military Bench Press,Chest,82.5,1,,,,""
2017-01-19,Military Bench Press,Chest,85.0,1,,,,""
2017-01-19,Leg Press,Legs,100.0,10,,,,""
2017-01-19,Barbell Press,Shoulders,40.0,5,,,,""
2017-01-19,Barbell Press,Shoulders,40.0,5,,,,""
2017-01-19,Barbell Press,Shoulders,40.0,5,,,,""
2017-01-19,Barbell Press,Shoulders,45.0,5,,,,""
2017-01-19,Barbell Press,Shoulders,50.0,5,,,,""
2017-01-19,Dumbbell Curl,Biceps,20.0,20,,,,""
2017-01-19,Seated Cable Row,Back,45.0,10,,,,""
2017-01-19,Dumbbell Curl,Biceps,20.0,20,,,,""
2017-01-19,Seated Cable Row,Back,50.0,10,,,,""
2017-01-19,Seated Cable Row,Back,55.0,10,,,,""
2017-01-19,Seated Cable Row,Back,60.0,10,,,,""
2017-01-19,Seated Cable Row,Back,65.0,8,,,,""
2017-01-19,Military Bench Press,Chest,75.0,5,,,,""
2017-01-23,Leg Press,Legs,100.0,10,,,,""
2017-01-23,Leg Press,Legs,150.0,10,,,,""
2017-01-23,Leg Press,Legs,200.0,10,,,,""
2017-01-23,Leg Press,Legs,250.0,10,,,,""
2017-01-23,Leg Press,Legs,270.0,3,,,,""
2017-01-23,Leg Press,Legs,280.0,1,,,,""
2017-01-23,Leg Press,Legs,200.0,10,,,,""
2017-01-23,Leg Press,Legs,150.0,10,,,,""
2017-01-23,Leg Press,Legs,100.0,15,,,,""
2017-01-23,Leg Press,Legs,100.0,10,,,,""
2017-01-23,Leg Press,Legs,100.0,10,,,,""
2017-01-23,Leg Press,Legs,100.0,10,,,,""
2017-01-23,Leg Press,Legs,50.0,10,,,,""
2017-01-23,Incline Barbell Bench Press,Chest,20.0,15,,,,""
2017-01-23,Incline Barbell Bench Press,Chest,50.0,10,,,,""
2017-01-23,Incline Barbell Bench Press,Chest,60.0,5,,,,""
2017-01-23,Incline Barbell Bench Press,Chest,70.0,4,,,,""
